t,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
1036800,163633.067,4004.479685,3.572842605e+10,4.309053791e+10,1.016361272e+11,3.563072696e+10,1.461537987e+11,3.066105694e+10,2.264128601e+11,2.491321358e+10,7.783725138e+11,1.35399301e+10,1.432962188e+12,1.004651164e+10,2.874990622e+12,7060601005,4.503996181e+12,5671294539
1123200,190834.6083,5092.365586,3.226757243e+10,4.555443502e+10,1.005523173e+11,3.847189929e+10,1.455814277e+11,3.317490676e+10,2.26165242e+11,2.697988148e+10,7.783512666e+11,1.466812922e+10,1.432955886e+12,1.088370573e+10,2.874989059e+12,7648983097,4.503995544e+12,6143902140
1209600,220104.0051,6358.924221,2.862291781e+10,4.775884181e+10,9.938865855e+10,4.128251933e+10,1.449657194e+11,3.567888063e+10,2.258986591e+11,2.904428667e+10,7.783283852e+11,1.579629753e+10,1.432949099e+12,1.172089616e+10,2.874987376e+12,8237364871,4.503994859e+12,6616509675
1296000,251435.4346,7816.795822,2.48139416e+10,4.968906296e+10,9.81459881e+10,4.406031889e+10,1.44306838e+11,3.817222848e+10,2.256131309e+11,3.110625565e+10,7.783038696e+11,1.692443265e+10,1.432941828e+12,1.255808266e+10,2.874985573e+12,8825746303,4.503994124e+12,7089117139
1382400,284822.6511,9478.316351,2.086144027e+10,5.133187205e+10,9.68252088e+10,4.680305139e+10,1.436049611e+11,4.065420277e+10,2.253086788e+11,3.316561511e+10,7.782777199e+11,1.805253222e+10,1.432934071e+12,1.339526494e+10,2.874983649e+12,9414127368,4.503993341e+12,7561724526
1468800,320259.0063,11355.48894,1.678741585e+10,5.267565012e+10,9.542728879e+10,4.95084938e+10,1.428602794e+11,4.312405872e+10,2.249853257e+11,3.522219188e+10,7.782499361e+11,1.918059387e+10,1.43292583e+12,1.423244273e+10,2.874981606e+12,1.000250804e+10,4.503992508e+12,8034331831
1555200,357737.4718,13459.95672,1.26149472e+10,5.371051598e+10,9.395326095e+10,5.217444863e+10,1.420729964e+11,4.558105456e+10,2.246430959e+11,3.7275813e+10,7.782205183e+11,2.030861522e+10,1.432917105e+12,1.506961575e+10,2.874979441e+12,1.05908883e+10,4.503991627e+12,8506939049
1641600,397250.665,15802.97753,8368044404,5.442844559e+10,9.240422232e+10,5.479874588e+10,1.412433288e+11,4.80244517e+10,2.242820154e+11,3.932630566e+10,7.781894665e+11,2.143659392e+10,1.432907894e+12,1.59067837e+10,2.874977157e+12,1.117926812e+10,4.503990697e+12,8979546176
1728000,438790.8773,18395.40078,4071487344,5.482337795e+10,9.078133339e+10,5.737924504e+10,1.40371506e+11,5.045351505e+10,2.239021119e+11,4.13734973e+10,7.781567808e+11,2.256452758e+10,1.432898199e+12,1.674394632e+10,2.874974753e+12,1.176764747e+10,4.503989717e+12,9452153205
1814400,482350.1057,21247.64707,-249350098.9,5.489130525e+10,8.908581745e+10,5.991383698e+10,1.394577705e+11,5.286751318e+10,2.235034144e+11,4.341721557e+10,7.781224613e+11,2.369241384e+10,1.432888019e+12,1.758110332e+10,2.874972228e+12,1.235602633e+10,4.503988689e+12,9924760132
1900800,527920.0858,24369.69081,-4568688477,5.463034472e+10,8.731895971e+10,6.240044593e+10,1.385023774e+11,5.526571858e+10,2.230859537e+11,4.545728835e+10,7.780865079e+11,2.482025032e+10,1.432877354e+12,1.841825441e+10,2.874969583e+12,1.294440468e+10,4.503987612e+12,1.039736695e+10
1987200,575492.3274,27771.04627,-8860541539,5.404079046e+10,8.548210647e+10,6.483703138e+10,1.375055948e+11,5.764740788e+10,2.226497619e+11,4.749354377e+10,7.780489209e+11,2.594803467e+10,1.432866205e+12,1.925539933e+10,2.874966818e+12,1.35327825e+10,4.503986486e+12,1.086997366e+10
2073600,625058.1508,31460.75724,-1.309892274e+10,5.312514324e+10,8.357666424e+10,6.722158997e+10,1.364677034e+11,6.001186209e+10,2.22194873e+11,4.952581025e+10,7.780097002e+11,2.707576451e+10,1.432854571e+12,2.009253778e+10,2.874963932e+12,1.412115975e+10,4.50398531e+12,1.134258025e+10
2160000,676608.7247,35447.39064,-1.725805658e+10,5.188811721e+10,8.160409866e+10,6.955215738e+10,1.353889965e+11,6.235836682e+10,2.217213224e+11,5.155391647e+10,7.77968846e+11,2.820343746e+10,1.432842452e+12,2.09296695e+10,2.874960927e+12,1.470953641e+10,4.503984086e+12,1.181518672e+10
2246400,730135.1045,39739.03421,-2.131259158e+10,5.033662265e+10,7.956593356e+10,7.182681018e+10,1.342697801e+11,6.468621251e+10,2.21229147e+11,5.357769139e+10,7.779263583e+11,2.933105117e+10,1.432829848e+12,2.176679418e+10,2.874957801e+12,1.529791246e+10,4.503982813e+12,1.228779306e+10
2332800,785628.2702,44343.29819,-2.523781171e+10,4.847972429e+10,7.746374972e+10,7.404366764e+10,1.331103725e+11,6.699469467e+10,2.207183853e+11,5.559696431e+10,7.778822372e+11,3.045860326e+10,1.43281676e+12,2.260391157e+10,2.874954555e+12,1.588628787e+10,4.503981491e+12,1.276039926e+10
2419200,843079.1636,49267.32119,-2.900984275e+10,4.63285757e+10,7.529918382e+10,7.620089353e+10,1.319111047e+11,6.928311408e+10,2.201890775e+11,5.761156483e+10,7.778364828e+11,3.158609137e+10,1.432803187e+12,2.344102136e+10,2.874951189e+12,1.647466263e+10,4.50398012e+12,1.323300533e+10
2505600,902478.7248,54517.77994,-3.260585048e+10,4.389633029e+10,7.307392708e+10,7.829669791e+10,1.306723198e+11,7.155077704e+10,2.196412651e+11,5.96213229e+10,7.777890952e+11,3.271351312e+10,1.432789129e+12,2.427812329e+10,2.874947702e+12,1.70630367e+10,4.5039787e+12,1.370561126e+10
2592000,963817.9262,60100.90273,-3.600422736e+10,4.119803036e+10,7.078972405e+10,8.032933884e+10,1.293943733e+11,7.379699556e+10,2.190749913e+11,6.16260688e+10,7.777400744e+11,3.384086614e+10,1.432774586e+12,2.511521707e+10,2.874944095e+12,1.765141006e+10,4.503977231e+12,1.417821703e+10
2678400,1027087.805,66022.48645,-3.918476504e+10,3.8250476e+10,6.844837116e+10,8.229712408e+10,1.280776328e+11,7.602108763e+10,2.184903009e+11,6.362563319e+10,7.776894207e+11,3.496814808e+10,1.432759559e+12,2.595230243e+10,2.874940368e+12,1.823978269e+10,4.503975713e+12,1.465082266e+10
2764800,1092279.494,72287.91649,-4.212881001e+10,3.507207597e+10,6.60517154e+10,8.419841272e+10,1.26722478e+11,7.822237742e+10,2.178872401e+11,6.561984712e+10,7.77637134e+11,3.609535655e+10,1.432744047e+12,2.678937907e+10,2.874936521e+12,1.882815455e+10,4.503974146e+12,1.512342812e+10
2851200,1159384.245,78902.1895,-4.481940022e+10,3.168268331e+10,6.360165272e+10,8.603161685e+10,1.253293005e+11,8.040019549e+10,2.172658569e+11,6.7608542e+10,7.775832145e+11,3.722248919e+10,1.432728051e+12,2.762644672e+10,2.874932554e+12,1.941652564e+10,4.50397253e+12,1.559603343e+10
2937600,1228393.455,85869.93815,-4.724138129e+10,2.81034185e+10,6.110012659e+10,8.779520309e+10,1.23898504e+11,8.255387901e+10,2.166262004e+11,6.959154968e+10,7.775276623e+11,3.834954364e+10,1.432711569e+12,2.84635051e+10,2.874928466e+12,2.000489592e+10,4.503970866e+12,1.606863856e+10
3024000,1299298.686,93195.45773,-4.938150078e+10,2.435648314e+10,5.854912634e+10,8.948769413e+10,1.224305036e+11,8.4682772e+10,2.159683218e+11,7.15687024e+10,7.774704775e+11,3.947651752e+10,1.432694604e+12,2.930055393e+10,2.874924258e+12,2.059326537e+10,4.503969152e+12,1.654124352e+10
3110400,1372091.68,100882.7338,-5.122848026e+10,2.04649674e+10,5.595068554e+10,9.110767019e+10,1.209257263e+11,8.678622552e+10,2.152922733e+11,7.353983286e+10,7.774116602e+11,4.060340846e+10,1.432677153e+12,3.013759293e+10,2.87491993e+12,2.118163396e+10,4.503967389e+12,1.70138483e+10
3196800,1446764.372,108935.4704,-5.277306474e+10,1.645265432e+10,5.330688028e+10,9.265377048e+10,1.193846106e+11,8.886359789e+10,2.14598109e+11,7.550477419e+10,7.773512105e+11,4.173021411e+10,1.432659218e+12,3.097462181e+10,2.874915482e+12,2.177000167e+10,4.503965577e+12,1.74864529e+10
3283200,1523308.901,117357.1189,-5.400805013e+10,1.234382388e+10,5.061982742e+10,9.412469453e+10,1.178076063e+11,9.091425493e+10,2.138858844e+11,7.746335999e+10,7.772891286e+11,4.285693209e+10,1.432640798e+12,3.18116403e+10,2.874910913e+12,2.235836847e+10,4.503963717e+12,1.795905731e+10
3369600,1601717.612,126150.9059,-5.492828924e+10,8163059785,4.789168277e+10,9.551920354e+10,1.161951746e+11,9.293757013e+10,2.131556565e+11,7.941542435e+10,7.772254146e+11,4.398356003e+10,1.432621893e+12,3.264864811e+10,2.874906225e+12,2.294673435e+10,4.503961807e+12,1.843166152e+10
3456000,1681983.062,135319.8606,-5.553067777e+10,3935061495,4.512463928e+10,9.683612165e+10,1.145477877e+11,9.493292486e+10,2.124074839e+11,8.136080183e+10,7.771600686e+11,4.511009557e+10,1.432602504e+12,3.348564496e+10,2.874901416e+12,2.353509927e+10,4.503959848e+12,1.890426554e+10
3542400,1764098.02,144866.8417,-5.581412162e+10,-315536344.2,4.232092507e+10,9.807433711e+10,1.128659292e+11,9.689970864e+10,2.116414266e+11,8.329932749e+10,7.770930907e+11,4.623653633e+10,1.43258263e+12,3.432263057e+10,2.874896486e+12,2.412346322e+10,4.503957841e+12,1.937686935e+10
3628800,1848055.461,154794.5618,-5.577948737e+10,-4564335012,3.948280155e+10,9.923280343e+10,1.11150093e+11,9.883731924e+10,2.108575462e+11,8.523083694e+10,7.770244811e+11,4.736287997e+10,1.432562272e+12,3.515960467e+10,2.874891437e+12,2.471182616e+10,4.503955784e+12,1.984947295e+10
3715200,1933848.561,165105.6112,-5.542953784e+10,-8787331892,3.661256139e+10,1.003105405e+11,1.094007844e+11,1.00745163e+11,2.100559059e+11,8.715516629e+10,7.769542399e+11,4.848912409e+10,1.432541429e+12,3.599656696e+10,2.874886267e+12,2.530018807e+10,4.503953679e+12,2.032207634e+10
3801600,2021470.693,175802.479,-5.476885478e+10,-1.296106852e+10,3.371252653e+10,1.013066355e+11,1.076185187e+11,1.026226548e+11,2.092365701e+11,8.907215221e+10,7.768823673e+11,4.961526635e+10,1.432520101e+12,3.683351718e+10,2.874880978e+12,2.588854893e+10,4.503951524e+12,2.07946795e+10
3888000,2110915.415,186887.5729,-5.380375074e+10,-1.706276564e+10,3.07850461e+10,1.02220244e+11,1.05803822e+11,1.044692188e+11,2.08399605e+11,9.098163192e+10,7.768088634e+11,5.074130438e+10,1.432498289e+12,3.767045503e+10,2.874875567e+12,2.647690872e+10,4.503949321e+12,2.126728244e+10
3974400,2202176.459,198363.2364,-5.254217221e+10,-2.107044482e+10,2.783249429e+10,1.030505907e+11,1.039572307e+11,1.062842878e+11,2.075450782e+11,9.288344323e+10,7.767337284e+11,5.18672358e+10,1.432475992e+12,3.850738024e+10,2.874870037e+12,2.706526741e+10,4.503947068e+12,2.173988516e+10
4060800,2295247.721,210231.7645,-5.099359604e+10,-2.496303642e+10,2.485726829e+10,1.037969703e+11,1.020792912e+11,1.080673042e+11,2.066730588e+11,9.477742453e+10,7.766569623e+11,5.299305825e+10,1.43245321e+12,3.934429253e+10,2.874864387e+12,2.765362497e+10,4.503944767e+12,2.221248763e+10
4147200,2390123.248,222495.4164,-4.916892091e+10,-2.872047399e+10,2.186178609e+10,1.044587482e+11,1.0017056e+11,1.098177198e+11,2.057836173e+11,9.66634148e+10,7.765785654e+11,5.411876937e+10,1.432429944e+12,4.018119161e+10,2.874858616e+12,2.824198138e+10,4.503942417e+12,2.268508987e+10
4233600,2486797.227,235156.4273,-4.708035573e+10,-3.232377546e+10,1.884848427e+10,1.050353614e+11,9.823160329e+10,1.11534996e+11,2.048768259e+11,9.854125365e+10,7.764985379e+11,5.524436679e+10,1.432406194e+12,4.101807721e+10,2.874852725e+12,2.883033661e+10,4.503940017e+12,2.315769186e+10
4320000,2585263.97,248217.0176,-4.474130638e+10,-3.575511164e+10,1.581981586e+10,1.055263186e+11,9.626299703e+10,1.132186042e+11,2.03952758e+11,1.004107813e+11,7.764168798e+11,5.636984814e+10,1.432381958e+12,4.185494904e+10,2.874846714e+12,2.941869065e+10,4.503937569e+12,2.36302936e+10
4406400,2685517.9,261679.4005,-4.216626233e+10,-3.899786269e+10,1.277824802e+10,1.059312012e+11,9.426532661e+10,1.148680257e+11,2.030114886e+11,1.022718387e+11,7.763335914e+11,5.749521107e+10,1.432357239e+12,4.269180683e+10,2.874840582e+12,3.000704347e+10,4.503935072e+12,2.410289509e+10
4492800,2787553.544,275545.7875,-3.937068412e+10,-4.203666346e+10,9726259874,1.062496635e+11,9.223918671e+10,1.164827519e+11,2.020530943e+11,1.041242672e+11,7.762486728e+11,5.86204532e+10,1.432332034e+12,4.352865029e+10,2.874834331e+12,3.059539503e+10,4.503932526e+12,2.457549631e+10
4579200,2891365.513,289818.3933,-3.637089292e+10,-4.485743838e+10,6666340189,1.064814332e+11,9.018518115e+10,1.18062285e+11,2.010776529e+11,1.059679092e+11,7.761621241e+11,5.974557218e+10,1.432306345e+12,4.436547913e+10,2.874827959e+12,3.118374533e+10,4.503929931e+12,2.504809727e+10
4665600,2996948.498,304499.4385,-3.31839628e+10,-4.744742712e+10,3600985116,1.066263115e+11,8.810392268e+10,1.196061373e+11,2.000852438e+11,1.078026075e+11,7.760739457e+11,6.087056563e+10,1.432280172e+12,4.520229309e+10,2.874821467e+12,3.177209433e+10,4.503927286e+12,2.552069796e+10
4752000,3104297.252,319591.1517,-2.982761645e+10,-4.97952017e+10,532695897.9,1.066841735e+11,8.599603282e+10,1.211138322e+11,1.99075948e+11,1.096282056e+11,7.759841376e+11,6.199543119e+10,1.432253514e+12,4.603909188e+10,2.874814855e+12,3.236044201e+10,4.503924593e+12,2.599329838e+10
4838400,3213406.584,335095.7698,-2.632012475e+10,-5.189067626e+10,-2536023425,1.066549683e+11,8.386214164e+10,1.225849036e+11,1.980498476e+11,1.114445479e+11,7.758927e+11,6.312016651e+10,1.432226371e+12,4.687587522e+10,2.874808122e+12,3.294878834e+10,4.503921851e+12,2.646589851e+10
4924800,3324271.349,351015.5383,-2.268021057e+10,-5.372511014e+10,-5602668314,1.065387189e+11,8.170288759e+10,1.240188968e+11,1.970070264e+11,1.132514794e+11,7.757996332e+11,6.424476921e+10,1.432198744e+12,4.771264282e+10,2.87480127e+12,3.353713331e+10,4.50391906e+12,2.693849835e+10
5011200,3436886.436,367352.7102,-1.892695692e+10,-5.529110542e+10,-8664736035,1.063355225e+11,7.951891728e+10,1.254153681e+11,1.959475696e+11,1.150488458e+11,7.757049373e+11,6.536923693e+10,1.432170633e+12,4.854939441e+10,2.874794297e+12,3.412547688e+10,4.50391622e+12,2.741109791e+10
5097600,3551246.762,384109.5448,-1.507971959e+10,-5.658259964e+10,-1.171972796e+10,1.060455501e+11,7.731088531e+10,1.267738853e+11,1.948715638e+11,1.168364936e+11,7.756086125e+11,6.649356732e+10,1.432142037e+12,4.938612971e+10,2.874787203e+12,3.471381903e+10,4.503913331e+12,2.788369717e+10
5184000,3667347.265,401288.3054,-1.115804414e+10,-5.759485439e+10,-1.476515184e+10,1.056690464e+11,7.507945404e+10,1.280940276e+11,1.937790969e+11,1.186142701e+11,7.755106589e+11,6.7617758e+10,1.432112957e+12,5.022284843e+10,2.87477999e+12,3.530215974e+10,4.503910393e+12,2.835629612e+10
5270400,3785182.895,418891.2575,-7181587193,-5.832444066e+10,-1.779852413e+10,1.052063297e+11,7.282529341e+10,1.293753859e+11,1.926702584e+11,1.203820234e+11,7.754110769e+11,6.874180662e+10,1.432083392e+12,5.10595503e+10,2.874772657e+12,3.589049898e+10,4.503907407e+12,2.882889477e+10
5356800,3904748.609,436920.6658,-3170041821,-5.876922139e+10,-2.081737223e+10,1.046577913e+11,7.05490807e+10,1.30617563e+11,1.915451391e+11,1.221396021e+11,7.753098666e+11,6.986571081e+10,1.432053342e+12,5.189623503e+10,2.874765203e+12,3.647883673e+10,4.503904371e+12,2.930149311e+10
5443200,4026039.368,455378.792,856933256.2,-5.892833187e+10,-2.381923675e+10,1.040238955e+11,6.825150036e+10,1.318201734e+11,1.904038312e+11,1.23886856e+11,7.752070282e+11,7.098946821e+10,1.432022809e+12,5.273290234e+10,2.874757629e+12,3.706717296e+10,4.503901286e+12,2.977409114e+10
5529600,4149050.125,474267.8916,4879780948,-5.880215851e+10,-2.680167376e+10,1.033051786e+11,6.593324376e+10,1.32982844e+11,1.892464285e+11,1.256236356e+11,7.751025619e+11,7.211307646e+10,1.43199179e+12,5.356955196e+10,2.874749935e+12,3.765550765e+10,4.503898152e+12,3.024668884e+10
5616000,4273775.829,493590.2112,8879109890,-5.839231619e+10,-2.976225703e+10,1.025022488e+11,6.359500896e+10,1.341052137e+11,1.880730258e+11,1.27349792e+11,7.74996468e+11,7.32365332e+10,1.431960288e+12,5.440618359e+10,2.87474212e+12,3.824384078e+10,4.503894969e+12,3.071928621e+10
5702400,4400211.414,513347.9861,1.283575571e+10,-5.770162471e+10,-3.269858019e+10,1.016157853e+11,6.123750056e+10,1.351869339e+11,1.868837196e+11,1.290651775e+11,7.748887466e+11,7.435983607e+10,1.431928301e+12,5.524279697e+10,2.874734186e+12,3.883217232e+10,4.503891738e+12,3.119188325e+10
5788800,4528351.798,533543.4369,1.673083983e+10,-5.673408445e+10,-3.560825895e+10,1.006465377e+11,5.886142938e+10,1.362276681e+11,1.856786077e+11,1.307696449e+11,7.74779398e+11,7.54829827e+10,1.431895829e+12,5.60793918e+10,2.874726131e+12,3.942050224e+10,4.503888457e+12,3.166447995e+10
5875200,4658191.882,554178.7678,2.054582627e+10,-5.549485152e+10,-3.848893323e+10,9.959532533e+10,5.646751233e+10,1.372270928e+11,1.844577893e+11,1.324630482e+11,7.746684224e+11,7.660597074e+10,1.431862873e+12,5.691596782e+10,2.874717956e+12,4.000883052e+10,4.503885127e+12,3.213707631e+10
5961600,4789726.542,575256.1633,2.426257666e+10,-5.399021233e+10,-4.133826926e+10,9.846303606e+10,5.40564721e+10,1.381848971e+11,1.832213647e+11,1.34145242e+11,7.7455582e+11,7.772879783e+10,1.431829433e+12,5.775252473e+10,2.87470966e+12,4.059715714e+10,4.503881749e+12,3.260967233e+10
6048000,4922950.629,596777.7861,2.786340404e+10,-5.222755788e+10,-4.41539617e+10,9.725062576e+10,5.1629037e+10,1.391007827e+11,1.819694359e+11,1.358160819e+11,7.744415911e+11,7.885146161e+10,1.431795508e+12,5.858906225e+10,2.874701245e+12,4.118548207e+10,4.503878321e+12,3.308226799e+10
6134400,5057858.964,618745.7752,3.133112567e+10,-5.021535746e+10,-4.693373567e+10,9.595911712e+10,4.918594066e+10,1.399744644e+11,1.80702106e+11,1.374754245e+11,7.743257359e+11,7.997395971e+10,1.4317611e+12,5.942558012e+10,2.874692709e+12,4.177380529e+10,4.503874845e+12,3.355486329e+10
6220800,5194446.337,641162.243,3.464911526e+10,-4.796313192e+10,-4.967534874e+10,9.458959867e+10,4.672792186e+10,1.4080567e+11,1.794194796e+11,1.391231272e+11,7.742082546e+11,8.109628978e+10,1.431726206e+12,6.026207804e+10,2.874684053e+12,4.236212678e+10,4.503871319e+12,3.402745824e+10
6307200,5332707.503,664029.2738,3.780135489e+10,-4.548142617e+10,-5.237659295e+10,9.314322363e+10,4.425572424e+10,1.415941404e+11,1.781216626e+11,1.407590484e+11,7.740891475e+11,8.221844946e+10,1.431690829e+12,6.109855573e+10,2.874675277e+12,4.29504465e+10,4.503867745e+12,3.450005281e+10
6393600,5472637.178,687348.9212,4.077248695e+10,-4.278178083e+10,-5.503529669e+10,9.162120875e+10,4.177009609e+10,1.423396295e+11,1.768087621e+11,1.423830474e+11,7.739684148e+11,8.334043639e+10,1.431654967e+12,6.193501292e+10,2.874666381e+12,4.353876444e+10,4.503864121e+12,3.497264701e+10
6480000,5614230.036,711123.2063,4.354786635e+10,-3.98767028e+10,-5.764932659e+10,9.002483309e+10,3.92717901e+10,1.43041905e+11,1.754808867e+11,1.439949844e+11,7.738460567e+11,8.446224822e+10,1.43161862e+12,6.277144932e+10,2.874657364e+12,4.412708057e+10,4.503860449e+12,3.544524083e+10
6566400,5757480.708,735354.1153,4.611361322e+10,-3.677963436e+10,-6.02165894e+10,8.83554367e+10,3.676156314e+10,1.437007473e+11,1.741381461e+11,1.455947208e+11,7.737220736e+11,8.558388258e+10,1.43158179e+12,6.360786465e+10,2.874648227e+12,4.471539486e+10,4.503856728e+12,3.591783427e+10
6652800,5902383.774,760043.5973,4.84566662e+10,-3.350492044e+10,-6.273503372e+10,8.661441929e+10,3.424017596e+10,1.443159509e+11,1.727806514e+11,1.471821186e+11,7.735964657e+11,8.670533712e+10,1.431544475e+12,6.444425864e+10,2.87463897e+12,4.530370729e+10,4.503852957e+12,3.639042732e+10
6739200,6048933.762,785193.5614,5.056483652e+10,-3.006777387e+10,-6.520265175e+10,8.480323882e+10,3.1708393e+10,1.448873234e+11,1.71408515e+11,1.487570413e+11,7.734692332e+11,8.782660948e+10,1.431506676e+12,6.528063099e+10,2.874629593e+12,4.589201785e+10,4.503849138e+12,3.686301998e+10
6825600,6197125.143,810805.8743,5.242686295e+10,-2.64842379e+10,-6.7617481e+10,8.292341004e+10,2.916698212e+10,1.454146861e+11,1.700218507e+11,1.503193528e+11,7.733403764e+11,8.894769731e+10,1.431468393e+12,6.611698143e+10,2.874620096e+12,4.648032649e+10,4.50384527e+12,3.733561224e+10
6912000,6346952.326,836882.3566,5.40324675e+10,-2.277114581e+10,-6.99776059e+10,8.097650297e+10,2.661671435e+10,1.458978741e+11,1.686207732e+11,1.518689186e+11,7.732098955e+11,9.006859825e+10,1.431429625e+12,6.695330969e+10,2.874610478e+12,4.70686332e+10,4.503841353e+12,3.780820409e+10
6998400,6498409.654,863424.7794,5.537241182e+10,-1.894607684e+10,-7.228115936e+10,7.896414137e+10,2.405836363e+10,1.46336736e+11,1.672053989e+11,1.534056048e+11,7.730777909e+11,9.118930994e+10,1.431390373e+12,6.778961547e+10,2.87460074e+12,4.765693796e+10,4.503837387e+12,3.828079554e+10
7084800,6651491.398,890434.8602,5.643855431e+10,-1.502730822e+10,-7.452632431e+10,7.688800113e+10,2.14927066e+10,1.467311345e+11,1.657758452e+11,1.549292788e+11,7.729440628e+11,9.230983003e+10,1.431350637e+12,6.86258985e+10,2.874590882e+12,4.824524073e+10,4.503833371e+12,3.875338657e+10
7171200,6806191.753,917914.2576,5.722390745e+10,-1.103376255e+10,-7.671133515e+10,7.474980864e+10,1.892052228e+10,1.470809457e+11,1.643322307e+11,1.56439809e+11,7.728087114e+11,9.343015616e+10,1.431310417e+12,6.94621585e+10,2.874580904e+12,4.88335415e+10,4.503829307e+12,3.922597719e+10
7257600,6962504.833,945864.5659,5.772269518e+10,-6984950142,-7.883447915e+10,7.255133907e+10,1.634259187e+10,1.4738606e+11,1.628746754e+11,1.579370648e+11,7.726717372e+11,9.455028598e+10,1.431269713e+12,7.029839518e+10,2.874570806e+12,4.942184023e+10,4.503825194e+12,3.969856738e+10
7344000,7120424.663,974287.309,5.793040984e+10,-2900905672,-8.089409778e+10,7.029441468e+10,1.375969849e+10,1.476463813e+11,1.614033006e+11,1.594209166e+11,7.725331402e+11,9.567021713e+10,1.431228524e+12,7.113460827e+10,2.874560587e+12,5.001013692e+10,4.503821032e+12,4.017115714e+10
7430400,7279945.176,1003183.933,5.784386814e+10,1197881168,-8.288858799e+10,6.798090307e+10,1.117262689e+10,1.478618279e+11,1.599182284e+11,1.608912361e+11,7.723929209e+11,9.678994727e+10,1.431186852e+12,7.197079748e+10,2.874550248e+12,5.059843152e+10,4.503816821e+12,4.064374646e+10
7516800,7441060.207,1032555.796,5.746126554e+10,5290541666,-8.481640343e+10,6.561271536e+10,8582163224,1.480323317e+11,1.584195826e+11,1.62347896e+11,7.722510795e+11,9.790947403e+10,1.431144695e+12,7.280696253e+10,2.874539789e+12,5.118672402e+10,4.503812561e+12,4.111633535e+10
7603200,7603763.489,1062404.163,5.678222825e+10,9355911030,-8.66760556e+10,6.319180439e+10,5989094792,1.481578387e+11,1.569074879e+11,1.637907701e+11,7.721076163e+11,9.902879506e+10,1.431102054e+12,7.364310315e+10,2.87452921e+12,5.17750144e+10,4.503808252e+12,4.158892379e+10
7689600,7768048.645,1092730.19,5.580786191e+10,1.337261864e+10,-8.846611491e+10,6.072016287e+10,3394209769,1.482383091e+11,1.553820702e+11,1.652197334e+11,7.719625316e+11,1.00147908e+11,1.431058929e+12,7.447921906e+10,2.87451851e+12,5.236330262e+10,4.503803895e+12,4.206151178e+10
7776000,7933909.188,1123534.918,5.454079619e+10,1.731918589e+10,-9.018521176e+10,5.81998215e+10,798296952.8,1.48273717e+11,1.538434568e+11,1.666346619e+11,7.718158256e+11,1.012668105e+11,1.43101532e+12,7.531530996e+10,2.874507691e+12,5.295158866e+10,4.503799488e+12,4.253409932e+10
7862400,8101338.516,1154819.255,5.298522395e+10,2.117413161e+10,-9.183203744e+10,5.563284709e+10,-1797854491,1.482640505e+11,1.522917759e+11,1.680354328e+11,7.716674988e+11,1.023855003e+11,1.430971227e+12,7.615137559e+10,2.874496751e+12,5.35398725e+10,4.503795032e+12,4.30066864e+10
7948800,8270329.908,1186583.964,5.114693398e+10,2.491608529e+10,-9.340534506e+10,5.302134062e+10,-4393455291,1.482093118e+11,1.50727157e+11,1.694219245e+11,7.715175514e+11,1.035039749e+11,1.430926649e+12,7.698741565e+10,2.874485691e+12,5.412815412e+10,4.503790527e+12,4.347927301e+10
8035200,8440876.527,1218829.648,4.903333598e+10,2.852390764e+10,-9.490395036e+10,5.03674353e+10,-6987716327,1.481095172e+11,1.491497307e+11,1.707940167e+11,7.713659838e+11,1.04622232e+11,1.430881588e+12,7.782342988e+10,2.87447451e+12,5.471643349e+10,4.503785974e+12,4.395185916e+10
8121600,8612971.412,1251556.735,4.665347645e+10,3.197681836e+10,-9.632673248e+10,4.767329466e+10,-9579848890,1.47964697e+11,1.475596288e+11,1.721515899e+11,7.712127961e+11,1.057402693e+11,1.430836043e+12,7.865941798e+10,2.87446321e+12,5.530471058e+10,4.503781371e+12,4.442444482e+10
8208000,8786607.49,1284765.456,4.401804421e+10,3.525453035e+10,-9.767263466e+10,4.494111054e+10,-1.216906494e+10,1.477748957e+11,1.459569842e+11,1.734945262e+11,7.710579888e+11,1.068580844e+11,1.430790013e+12,7.949537969e+10,2.874451789e+12,5.589298537e+10,4.503776719e+12,4.489703001e+10
8294400,8961777.57,1318455.831,4.113936413e+10,3.83373897e+10,-9.894066486e+10,4.217310114e+10,-1.475457736e+10,1.475401715e+11,1.443419308e+11,1.748227086e+11,7.709015622e+11,1.07975675e+11,1.4307435e+12,8.033131471e+10,2.874440248e+12,5.648125784e+10,4.503772019e+12,4.536961472e+10
8380800,9138474.355,1352627.649,3.80313778e+10,4.120652025e+10,-1.001298963e+11,3.937150902e+10,-1.733560021e+10,1.472605969e+11,1.427146038e+11,1.761360216e+11,7.707435166e+11,1.090930387e+11,1.430696503e+12,8.116722277e+10,2.874428587e+12,5.706952796e+10,4.503767269e+12,4.584219893e+10
8467200,9316690.446,1387280.447,3.470960985e+10,4.384397157e+10,-1.012394682e+11,3.653859913e+10,-1.991134902e+10,1.469362582e+11,1.410751393e+11,1.774343506e+11,7.705838523e+11,1.102101731e+11,1.430649021e+12,8.200310358e+10,2.874416806e+12,5.765779571e+10,4.50376247e+12,4.631478264e+10
