t,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
8553600,9496418.351,1422413.491,3.11911189e+10,4.623286865e+10,-1.022685857e+11,3.36766568e+10,-2.248104099e+10,1.465672559e+11,1.394236747e+11,1.787175825e+11,7.704225696e+11,1.11327076e+11,1.430601056e+12,8.283895687e+10,2.874404905e+12,5.824606106e+10,4.503757623e+12,4.678736586e+10
8640000,9677650.504,1458025.756,2.749443212e+10,4.835756156e+10,-1.032165208e+11,3.078798574e+10,-2.504389528e+10,1.46153704e+11,1.377603483e+11,1.799856053e+11,7.702596689e+11,1.124437449e+11,1.430552607e+12,8.367478236e+10,2.874392883e+12,5.883432399e+10,4.503752727e+12,4.725994857e+10
8726400,9860379.272,1494115.907,2.36394628e+10,5.0203773e+10,-1.040826124e+11,2.787490607e+10,-2.759913326e+10,1.456957308e+11,1.360852995e+11,1.812383084e+11,7.700951506e+11,1.135601776e+11,1.430503674e+12,8.451057976e+10,2.874380741e+12,5.942258448e+10,4.503747781e+12,4.773253077e+10
8812800,10044596.98,1530682.279,1.964741041e+10,5.175874157e+10,-1.048662664e+11,2.49397523e+10,-3.014597877e+10,1.451934781e+11,1.343986688e+11,1.824755822e+11,7.699290149e+11,1.146763717e+11,1.430454257e+12,8.534634879e+10,2.874368479e+12,6.001084249e+10,4.503742787e+12,4.820511245e+10
8899200,10230295.92,1567722.86,1.554064314e+10,5.301135823e+10,-1.055669564e+11,2.198487135e+10,-3.268365836e+10,1.446471018e+11,1.327005978e+11,1.836973187e+11,7.697612622e+11,1.157923247e+11,1.430404356e+12,8.618208918e+10,2.874356097e+12,6.059909801e+10,4.503737743e+12,4.867769361e+10
8985600,10417468.39,1605235.277,1.134256322e+10,5.395229353e+10,-1.061842232e+11,1.901262057e+10,-3.521140156e+10,1.440567712e+11,1.309912288e+11,1.84903411e+11,7.695918928e+11,1.169080345e+11,1.430353971e+12,8.701780065e+10,2.874343594e+12,6.118735101e+10,4.503732651e+12,4.915027425e+10
9072000,10606106.72,1643216.777,7077455612,5.457411309e+10,-1.067176753e+11,1.602536577e+10,-3.772844111e+10,1.434226695e+11,1.292707056e+11,1.860937535e+11,7.694209072e+11,1.180234986e+11,1.430303103e+12,8.78534829e+10,2.874330971e+12,6.177560147e+10,4.50372751e+12,4.962285435e+10
9158400,10796203.28,1681664.221,2770321389,5.487137868e+10,-1.071669888e+11,1.302547926e+10,-4.023401322e+10,1.427449934e+11,1.275391727e+11,1.872682419e+11,7.692483056e+11,1.191387147e+11,1.43025175e+12,8.868913567e+10,2.874318229e+12,6.236384936e+10,4.50372232e+12,5.009543392e+10
9244800,10987750.53,1720574.069,-1553302845,5.484073269e+10,-1.075319073e+11,1.001533787e+10,-4.272735782e+10,1.420239533e+11,1.257967755e+11,1.884267734e+11,7.690740884e+11,1.202536805e+11,1.430199914e+12,8.952475866e+10,2.874305365e+12,6.295209466e+10,4.50371708e+12,5.056801295e+10
9331200,11180741.04,1759942.38,-5867537363,5.448096356e+10,-1.078122418e+11,6997321046,-4.52077188e+10,1.412597726e+11,1.240436607e+11,1.895692463e+11,7.68898256e+11,1.213683935e+11,1.430147594e+12,9.036035161e+10,2.874292382e+12,6.354033734e+10,4.503711792e+12,5.104059143e+10
9417600,11375167.55,1799764.804,-1.014636123e+10,5.379305046e+10,-1.080078706e+11,3973808923,-4.767434428e+10,1.404526887e+11,1.222799758e+11,1.906955602e+11,7.687208087e+11,1.224828516e+11,1.43009479e+12,9.119591423e+10,2.874279279e+12,6.412857737e+10,4.503706455e+12,5.151316935e+10
9504000,11571022.96,1840036.589,-1.436382097e+10,5.278018554e+10,-1.081187391e+11,947180401.7,-5.012648682e+10,1.396029519e+11,1.205058692e+11,1.918056164e+11,7.68541747e+11,1.235970522e+11,1.430041503e+12,9.203144623e+10,2.874266055e+12,6.471681475e+10,4.503701069e+12,5.198574672e+10
9590400,11768300.4,1880752.58,-1.849424303e+10,5.144777261e+10,-1.081448594e+11,-2080188722,-5.256340367e+10,1.387108258e+11,1.187214904e+11,1.928993172e+11,7.683610711e+11,1.247109931e+11,1.429987732e+12,9.286694735e+10,2.874252711e+12,6.530504943e+10,4.503695634e+12,5.245832353e+10
9676800,11966993.26,1921907.233,-2.251244672e+10,4.980340166e+10,-1.080863102e+11,-5105927629,-5.498435702e+10,1.37776587e+11,1.169269896e+11,1.939765664e+11,7.681787814e+11,1.25824672e+11,1.429933477e+12,9.37024173e+10,2.874239247e+12,6.589328139e+10,4.50369015e+12,5.293089978e+10
9763200,12167095.22,1963494.625,-2.63939544e+10,4.78567991e+10,-1.07943236e+11,-8127672322,-5.738861424e+10,1.368005254e+11,1.151225181e+11,1.950372691e+11,7.679948784e+11,1.269380865e+11,1.429878738e+12,9.453785579e+10,2.874225663e+12,6.648151062e+10,4.503684617e+12,5.340347544e+10
9849600,12368600.27,2005508.471,-3.011519551e+10,4.561975407e+10,-1.077158473e+11,-1.114306745e+10,-5.97754481e+10,1.357829436e+11,1.133082282e+11,1.96081332e+11,7.678093624e+11,1.280512342e+11,1.429823516e+12,9.537326255e+10,2.874211958e+12,6.706973709e+10,4.503679035e+12,5.387605054e+10
9936000,12571502.78,2047942.149,-3.365370121e+10,4.310602192e+10,-1.074044196e+11,-1.414976809e+10,-6.214413703e+10,1.347241571e+11,1.114842728e+11,1.971086629e+11,7.676222338e+11,1.291641128e+11,1.42976781e+12,9.62086373e+10,2.874198134e+12,6.765796076e+10,4.503673404e+12,5.434862505e+10
10022400,12775797.49,2090788.719,-3.698828663e+10,4.033120623e+10,-1.070092932e+11,-1.714544157e+10,-6.44939653e+10,1.33624494e+11,1.09650806e+11,1.981191712e+11,7.67433493e+11,1.302767201e+11,1.429711621e+12,9.704397975e+10,2.874184189e+12,6.824618162e+10,4.503667724e+12,5.482119897e+10
10108800,12981479.55,2134040.952,-4.009921781e+10,3.731262143e+10,-1.065308723e+11,-2.012776913e+10,-6.682422332e+10,1.324842951e+11,1.078079826e+11,1.991127677e+11,7.672431403e+11,1.313890535e+11,1.429654947e+12,9.787928963e+10,2.874170124e+12,6.883439965e+10,4.503661996e+12,5.52937723e+10
10195200,13188544.56,2177691.361,-4.296836114e+10,3.406913833e+10,-1.05969625e+11,-2.309444774e+10,-6.91342078e+10,1.313039136e+11,1.059559581e+11,2.000893644e+11,7.670511762e+11,1.325011109e+11,1.429597791e+12,9.871456665e+10,2.874155939e+12,6.942261481e+10,4.503656218e+12,5.576634503e+10
10281600,13396988.55,2221732.234,-4.557931319e+10,3.062101533e+10,-1.053260818e+11,-2.604319173e+10,-7.142322203e+10,1.30083715e+11,1.040948892e+11,2.010488751e+11,7.668576011e+11,1.336128898e+11,1.42954015e+12,9.954981054e+10,2.874141633e+12,7.001082709e+10,4.503650391e+12,5.623891716e+10
10368000,13606808.06,2266155.667,-4.791750952e+10,2.698971821e+10,-1.046008357e+11,-2.897173447e+10,-7.369057604e+10,1.288240772e+11,1.022249333e+11,2.019912148e+11,7.666624153e+11,1.347243879e+11,1.429482026e+12,1.00385021e+11,2.874127208e+12,7.059903646e+10,4.503644515e+12,5.671148868e+10
10454400,13818000.1,2310953.601,-4.997031145e+10,2.31977316e+10,-1.037945409e+11,-3.187782999e+10,-7.593558689e+10,1.2752539e+11,1.003462484e+11,2.029162999e+11,7.664656193e+11,1.35835603e+11,1.429423419e+12,1.012201978e+11,2.874112662e+12,7.118724289e+10,4.503638591e+12,5.718405959e+10
10540800,14030562.16,2356117.855,-5.17270705e+10,1.926836531e+10,-1.029079124e+11,-3.475925461e+10,-7.815757881e+10,1.261880551e+11,9.845899367e+10,2.038240484e+11,7.662672135e+11,1.369465326e+11,1.429364328e+12,1.020553406e+11,2.874097996e+12,7.177544636e+10,4.503632617e+12,5.765662988e+10
10627200,14244492.27,2401640.169,-5.317917033e+10,1.522555848e+10,-1.01941725e+11,-3.76138085e+10,-8.035588349e+10,1.248124862e+11,9.656332875e+10,2.047143796e+11,7.660671982e+11,1.380571744e+11,1.429304754e+12,1.028904491e+11,2.87408321e+12,7.236364685e+10,4.503626594e+12,5.812919954e+10
10713600,14459788.92,2447512.234,-5.432004691e+10,1.109368464e+10,-1.008968125e+11,-4.043931722e+10,-8.252984022e+10,1.233991085e+11,9.465941423e+10,2.055872145e+11,7.65865574e+11,1.39167526e+11,1.429244696e+12,1.037255232e+11,2.874068304e+12,7.295184433e+10,4.503620523e+12,5.860176858e+10
10800000,14676451.15,2493725.734,-5.514518777e+10,6897360351,-9.977406679e+10,-4.323363321e+10,-8.467879615e+10,1.219483589e+11,9.274741145e+10,2.064424754e+11,7.656623412e+11,1.402775853e+11,1.429184154e+12,1.045605623e+11,2.874053277e+12,7.354003878e+10,4.503614402e+12,5.907433699e+10
10886400,14894478.46,2540272.374,-5.565211166e+10,2661259777,-9.857443696e+10,-4.599463729e+10,-8.680210645e+10,1.204606854e+11,9.082748247e+10,2.072800861e+11,7.654575002e+11,1.413873497e+11,1.42912313e+12,1.053955664e+11,2.87403813e+12,7.412823017e+10,4.503608233e+12,5.954690475e+10
10972800,15113870.85,2587143.919,-5.584033018e+10,-1590062476,-9.729892834e+10,-4.87202401e+10,-8.889913455e+10,1.189365474e+11,8.88997901e+10,2.080999719e+11,7.652510515e+11,1.42496817e+11,1.429061622e+12,1.062305352e+11,2.874022864e+12,7.471641848e+10,4.503602015e+12,6.001947187e+10
11059200,15334628.81,2634332.225,-5.571129337e+10,-5832338639,-9.594860154e+10,-5.140838348e+10,-9.096925232e+10,1.173764154e+11,8.696449787e+10,2.089020596e+11,7.650429955e+11,1.436059849e+11,1.42899963e+12,1.070654682e+11,2.874007477e+12,7.530460368e+10,4.503595747e+12,6.049203835e+10
11145600,15556753.29,2681829.266,-5.526832095e+10,-1.004174368e+10,-9.452457139e+10,-5.405704186e+10,-9.301184025e+10,1.157807705e+11,8.502177005e+10,2.096862776e+11,7.648333327e+11,1.44714851e+11,1.428937155e+12,1.079003653e+11,2.873991969e+12,7.589278576e+10,4.503589431e+12,6.096460416e+10
11232000,15780245.68,2729627.161,-5.451652158e+10,-1.41950388e+10,-9.302800596e+10,-5.666422363e+10,-9.502628767e+10,1.141501048e+11,8.307177156e+10,2.104525558e+11,7.646220633e+11,1.45823413e+11,1.428874197e+12,1.087352262e+11,2.873976342e+12,7.648096467e+10,4.503583065e+12,6.143716932e+10
11318400,16005107.81,2777718.207,-5.346270198e+10,-1.826970172e+10,-9.146012545e+10,-5.922797238e+10,-9.70119929e+10,1.124849209e+11,8.111466804e+10,2.112008254e+11,7.64409188e+11,1.469316685e+11,1.428810755e+12,1.095700506e+11,2.873960594e+12,7.706914041e+10,4.503576651e+12,6.190973382e+10
11404800,16231341.93,2826094.89,-5.211526803e+10,-2.224404363e+10,-8.982220112e+10,-6.174636822e+10,-9.896836349e+10,1.107857316e+11,7.915062579e+10,2.119310194e+11,7.641947072e+11,1.480396153e+11,1.428746831e+12,1.104048382e+11,2.873944726e+12,7.765731294e+10,4.503570188e+12,6.238229765e+10
11491200,16458950.68,2874749.916,-5.048411978e+10,-2.609731232e+10,-8.811555415e+10,-6.421752899e+10,-1.008948163e+11,1.090530601e+11,7.717981176e+10,2.126430723e+11,7.639786212e+11,1.491472509e+11,1.428682423e+12,1.112395888e+11,2.873928739e+12,7.824548225e+10,4.503563676e+12,6.28548608e+10
11577600,16687937.07,2923676.225,-4.858054229e+10,-2.980978215e+10,-8.634155452e+10,-6.663961148e+10,-1.027907779e+11,1.072874396e+11,7.520239353e+10,2.133369199e+11,7.637609306e+11,1.502545732e+11,1.428617531e+12,1.12074302e+11,2.87391263e+12,7.88336483e+10,4.503557115e+12,6.332742327e+10
11664000,16918304.47,2972867.006,-4.641709372e+10,-3.336283079e+10,-8.450161982e+10,-6.901081254e+10,-1.046556843e+11,1.054894131e+11,7.321853933e+10,2.140124998e+11,7.635416357e+11,1.513615796e+11,1.428552157e+12,1.129089776e+11,2.873896402e+12,7.942181108e+10,4.503550505e+12,6.379998506e+10
11750400,17150056.59,3022315.715,-4.400749245e+10,-3.673900372e+10,-8.259721409e+10,-7.13293703e+10,-1.064889817e+11,1.036595331e+11,7.1228418e+10,2.146697511e+11,7.633207371e+11,1.52468268e+11,1.428486299e+12,1.137436153e+11,2.873880054e+12,8.000997055e+10,4.503543845e+12,6.427254616e+10
11836800,17383197.42,3072016.081,-4.136650432e+10,-3.99220669e+10,-8.062984658e+10,-7.359356516e+10,-1.082901263e+11,1.017983619e+11,6.923219896e+10,2.153086145e+11,7.630982352e+11,1.535746359e+11,1.428419958e+12,1.145782148e+11,2.873863585e+12,8.05981267e+10,4.503537137e+12,6.474510656e+10
11923200,17617731.28,3121962.124,-3.850983125e+10,-4.289704872e+10,-7.860107056e+10,-7.580172092e+10,-1.100585842e+11,9.990647073e+10,6.723005223e+10,2.159290321e+11,7.628741305e+11,1.546806812e+11,1.428353134e+12,1.154127759e+11,2.873846996e+12,8.118627949e+10,4.50353038e+12,6.521766626e+10
12009600,17853662.74,3172148.156,-3.545400203e+10,-4.565027184e+10,-7.651248204e+10,-7.795220577e+10,-1.117938324e+11,9.798444018e+10,6.522214838e+10,2.165309477e+11,7.626484234e+11,1.557864013e+11,1.428285827e+12,1.162472982e+11,2.873830287e+12,8.177442891e+10,4.503523575e+12,6.569022526e+10
12096000,18090996.61,3222568.791,-3.221626615e+10,-4.816937616e+10,-7.436571852e+10,-8.004343327e+10,-1.134953581e+11,9.603285959e+10,6.320865856e+10,2.171143067e+11,7.624211144e+11,1.568917941e+11,1.428218036e+12,1.170817815e+11,2.873813458e+12,8.236257493e+10,4.50351672e+12,6.616278355e+10
12182400,18329737.95,3273218.951,-2.881449118e+10,-5.044333363e+10,-7.216245772e+10,-8.207386332e+10,-1.151626591e+11,9.405232699e+10,6.118975445e+10,2.17679056e+11,7.62192204e+11,1.579968571e+11,1.428149763e+12,1.179162254e+11,2.873796508e+12,8.295071753e+10,4.503509816e+12,6.663534112e+10
12268800,18569892.02,3324093.869,-2.52670641e+10,-5.246245599e+10,-6.990441626e+10,-8.404200307e+10,-1.167952444e+11,9.204344893e+10,5.916560824e+10,2.182251443e+11,7.619616927e+11,1.591015881e+11,1.428081007e+12,1.187506298e+11,2.873779439e+12,8.353885668e+10,4.503502863e+12,6.710789798e+10
12355200,18811464.26,3375189.094,-2.159279689e+10,-5.42183963e+10,-6.759334838e+10,-8.594640779e+10,-1.183926336e+11,9.000684024e+10,5.713639264e+10,2.187525215e+11,7.617295808e+11,1.602059847e+11,1.428011767e+12,1.195849944e+11,2.873762249e+12,8.412699236e+10,4.503495861e+12,6.75804541e+10
12441600,19054460.31,3426500.488,-1.781083645e+10,-5.570414512e+10,-6.523104456e+10,-8.778568173e+10,-1.199543575e+11,8.794312381e+10,5.510228087e+10,2.192611396e+11,7.61495869e+11,1.613100447e+11,1.427942045e+12,1.204193188e+11,2.873744939e+12,8.471512453e+10,4.50348881e+12,6.80530095e+10
12528000,19298885.96,3478024.234,-1.394057903e+10,-5.691402214e+10,-6.281933025e+10,-8.955847889e+10,-1.214799584e+11,8.58529304e+10,5.306344661e+10,2.197509517e+11,7.612605576e+11,1.624137656e+11,1.427871839e+12,1.212536027e+11,2.873727509e+12,8.530325319e+10,4.503481711e+12,6.852556416e+10
12614400,19544747.12,3529756.83,-1.000158884e+10,-5.784366409e+10,-6.036006449e+10,-9.126350387e+10,-1.229689896e+11,8.373689845e+10,5.1020064e+10,2.20221913e+11,7.610236473e+11,1.635171453e+11,1.427801151e+12,1.22087846e+11,2.873709959e+12,8.58913783e+10,4.503474562e+12,6.899811808e+10
12700800,19792049.85,3581695.094,-6013520970,-5.849000949e+10,-5.785513851e+10,-9.289951253e+10,-1.244210161e+11,8.159567383e+10,4.897230767e+10,2.2067398e+11,7.607851384e+11,1.646201812e+11,1.42772998e+12,1.229220483e+11,2.873692289e+12,8.647949984e+10,4.503467364e+12,6.947067125e+10
12787200,20040800.3,3633836.161,-1996048208,-5.885128085e+10,-5.530647443e+10,-9.446531275e+10,-1.258356144e+11,7.942990965e+10,4.692035263e+10,2.211071109e+11,7.605450315e+11,1.657228713e+11,1.427658325e+12,1.237562093e+11,2.873674498e+12,8.706761778e+10,4.503460118e+12,6.994322368e+10
12873600,20291004.74,3686177.484,2031208438,-5.892696494e+10,-5.27160238e+10,-9.595976508e+10,-1.27212373e+11,7.724026603e+10,4.486437435e+10,2.215212655e+11,7.603033271e+11,1.66825213e+11,1.427586188e+12,1.245903288e+11,2.873656587e+12,8.765573211e+10,4.503452822e+12,7.041577534e+10
12960000,20542669.49,3738716.827,6048745842,-5.87177915e+10,-5.008576629e+10,-9.73817834e+10,-1.285508918e+11,7.502740989e+10,4.280454868e+10,2.219164053e+11,7.600600256e+11,1.679272041e+11,1.427513568e+12,1.254244064e+11,2.873638556e+12,8.824384279e+10,4.503445478e+12,7.088832625e+10
13046400,20795800.97,3791452.271,1.003724183e+10,-5.822571068e+10,-4.741770819e+10,-9.873033547e+10,-1.298507831e+11,7.279201474e+10,4.074105189e+10,2.222924934e+11,7.598151277e+11,1.690288423e+11,1.427440465e+12,1.26258442e+11,2.873620405e+12,8.88319498e+10,4.503438084e+12,7.136087639e+10
13132800,21050405.63,3844382.209,1.397761561e+10,-5.745386967e+10,-4.471388111e+10,-1.000044436e+11,-1.31111671e+11,7.053476043e+10,3.867406058e+10,2.226494946e+11,7.595686337e+11,1.701301253e+11,1.42736688e+12,1.270924351e+11,2.873602134e+12,8.942005312e+10,4.503430642e+12,7.183342575e+10
13219200,21306489.97,3897505.34,1.785108584e+10,-5.640658863e+10,-4.197634046e+10,-1.01203185e+11,-1.323331918e+11,6.825633296e+10,3.660375175e+10,2.229873753e+11,7.593205442e+11,1.712310507e+11,1.427292812e+12,1.279263856e+11,2.873583743e+12,9.000815272e+10,4.50342315e+12,7.230597434e+10
13305600,21564060.53,3950820.675,2.163922694e+10,-5.508933602e+10,-3.920716411e+10,-1.023256926e+11,-1.33514994e+11,6.595742425e+10,3.453030271e+10,2.233061034e+11,7.590708597e+11,1.723316163e+11,1.42721826e+12,1.287602931e+11,2.873565231e+12,9.059624857e+10,4.50341561e+12,7.277852215e+10
13392000,21823123.85,4004327.527,2.532402368e+10,-5.350870358e+10,-3.640845089e+10,-1.033711553e+11,-1.346567386e+11,6.363873188e+10,3.245389113e+10,2.236056488e+11,7.588195808e+11,1.734318196e+11,1.427143227e+12,1.295941575e+11,2.873546599e+12,9.118434067e+10,4.503408021e+12,7.325106918e+10
13478400,22083686.47,4058025.513,2.888792483e+10,-5.167238076e+10,-3.358231921e+10,-1.043388181e+11,-1.357580989e+11,6.130095893e+10,3.037469496e+10,2.238859828e+11,7.585667079e+11,1.745316585e+11,1.42706771e+12,1.304279783e+11,2.873527847e+12,9.177242897e+10,4.503400383e+12,7.372361541e+10
13564800,22345754.96,4111914.548,3.231389583e+10,-4.958912878e+10,-3.073090558e+10,-1.052279834e+11,-1.368187608e+11,5.894481368e+10,2.829289246e+10,2.241470783e+11,7.583122416e+11,1.756311306e+11,1.426991711e+12,1.312617553e+11,2.873508975e+12,9.236051345e+10,4.503392695e+12,7.419616084e+10
13651200,22609335.83,4165994.848,3.55854711e+10,-4.726875396e+10,-2.785636319e+10,-1.060380104e+11,-1.378384227e+11,5.657100943e+10,2.620866217e+10,2.243889101e+11,7.580561825e+11,1.767302336e+11,1.426915229e+12,1.320954883e+11,2.873489983e+12,9.29485941e+10,4.503384959e+12,7.466870547e+10
13737600,22874435.57,4220266.92,3.868680619e+10,-4.472208042e+10,-2.496086046e+10,-1.067683159e+11,-1.388167957e+11,5.418026425e+10,2.412218291e+10,2.246114546e+11,7.57798531e+11,1.778289651e+11,1.426838265e+12,1.329291769e+11,2.873470871e+12,9.353667088e+10,4.503377174e+12,7.514124929e+10
13824000,23141060.64,4274731.563,4.160273e+10,-4.196092174e+10,-2.204657954e+10,-1.074183749e+11,-1.397536036e+11,5.177330077e+10,2.203363371e+10,2.248146896e+11,7.575392876e+11,1.789273229e+11,1.426760818e+12,1.337628209e+11,2.873451638e+12,9.412474377e+10,4.50336934e+12,7.561379231e+10
13910400,23409217.44,4329389.862,4.431879743e+10,-3.899805137e+10,-1.91157149e+10,-1.079877202e+11,-1.406485831e+11,4.935084592e+10,1.994319388e+10,2.24998595e+11,7.57278453e+11,1.800253046e+11,1.426682888e+12,1.3459642e+11,2.873432286e+12,9.471281275e+10,4.503361457e+12,7.60863345e+10
13996800,23678912.28,4384243.189,4.682134257e+10,-3.584717152e+10,-1.617047188e+10,-1.08475943e+11,-1.415014836e+11,4.691363072e+10,1.785104291e+10,2.251631522e+11,7.570160277e+11,1.81122908e+11,1.426604476e+12,1.354299739e+11,2.873412813e+12,9.530087779e+10,4.503353525e+12,7.655887587e+10
14083200,23950151.43,4439293.191,4.909753257e+10,-3.252288011e+10,-1.321306517e+10,-1.088826934e+11,-1.423120676e+11,4.446239005e+10,1.575736051e+10,2.25308344e+11,7.567520122e+11,1.822201307e+11,1.426525581e+12,1.362634823e+11,2.87339322e+12,9.588893887e+10,4.503345544e+12,7.703141642e+10
14169600,24222941.04,4494541.791,5.113542241e+10,-2.904063539e+10,-1.02457174e+10,-1.092076799e+11,-1.430801104e+11,4.199786239e+10,1.366232657e+10,2.254341554e+11,7.56486407e+11,1.833169705e+11,1.426446204e+12,1.37096945e+11,2.873373507e+12,9.647699597e+10,4.503337514e+12,7.750395613e+10
14256000,24497287.15,4549991.183,5.292401039e+10,-2.54167178e+10,-7270657621,-1.094506702e+11,-1.438054004e+11,3.952078962e+10,1.156612114e+10,2.255405726e+11,7.562192127e+11,1.844134249e+11,1.426366345e+12,1.379303617e+11,2.873353673e+12,9.706504905e+10,4.503329435e+12,7.7976495e+10
14342400,24773195.7,4605643.822,5.445329459e+10,-2.166818864e+10,-4290119894,-1.09611491e+11,-1.44487739e+11,3.703191678e+10,9468924458,2.256275838e+11,7.559504299e+11,1.855094918e+11,1.426286003e+12,1.387637321e+11,2.87333372e+12,9.76530981e+10,4.503321307e+12,7.844903303e+10
14428800,25050672.5,4661502.421,5.571432992e+10,-1.781284492e+10,-1306341778,-1.096900281e+11,-1.451269408e+11,3.45319918e+10,7370916858,2.256951789e+11,7.556800592e+11,1.866051688e+11,1.426205178e+12,1.395970558e+11,2.873313646e+12,9.824114308e+10,4.503313131e+12,7.892157021e+10
14515200,25329723.2,4717569.942,5.669928577e+10,-1.386917005e+10,1678437127,-1.096862264e+11,-1.457228334e+11,3.202176532e+10,5272278817,2.257433491e+11,7.55408101e+11,1.877004536e+11,1.426123872e+12,1.404303328e+11,2.873293452e+12,9.882918398e+10,4.503304905e+12,7.939410654e+10
14601600,25610353.3,4773849.587,5.740150385e+10,-9856279682,4661976648,-1.096000903e+11,-1.462752577e+11,2.950199043e+10,3173190914,2.257720879e+11,7.55134556e+11,1.887953439e+11,1.426042083e+12,1.412635625e+11,2.873273138e+12,9.941722078e+10,4.50329663e+12,7.986664201e+10
14688000,25892568.14,4830344.792,5.781555603e+10,-5793862294,7642037513,-1.094316832e+11,-1.467840676e+11,2.697342243e+10,1073833817,2.257813899e+11,7.548594248e+11,1.898898374e+11,1.425959811e+12,1.420967449e+11,2.873252704e+12,1.000052534e+11,4.503288306e+12,8.033917662e+10
14774400,26176372.87,4887059.214,5.793730141e+10,-1702113918,1.061638282e+10,-1.091811276e+11,-1.472491303e+11,2.443681861e+10,-1025611734,2.257712517e+11,7.545827078e+11,1.909839318e+11,1.425877058e+12,1.429298795e+11,2.87323215e+12,1.005932819e+11,4.503279934e+12,8.081171036e+10
14860800,26461772.43,4943996.719,5.776394243e+10,2398333423,1.35827795e+10,-1.088486053e+11,-1.476703264e+11,2.1892938e+10,-3124964940,2.257416717e+11,7.543044057e+11,1.920776248e+11,1.425793822e+12,1.437629662e+11,2.873211476e+12,1.011813063e+11,4.503271512e+12,8.128424322e+10
14947200,26748771.58,5001161.374,5.729407894e+10,6486490048,1.65389998e+10,-1.08434357e+11,-1.480475494e+11,1.934254117e+10,-5224044962,2.256926497e+11,7.540245191e+11,1.931709141e+11,1.425710104e+12,1.445960046e+11,2.873190681e+12,1.017693264e+11,4.503263042e+12,8.175677521e+10
15033600,27037374.83,5058557.426,5.652775977e+10,1.05410941e+10,1.948282272e+10,-1.079386823e+11,-1.483807063e+11,1.678638994e+10,-7322670938,2.256241874e+11,7.537430485e+11,1.942637974e+11,1.425625903e+12,1.454289944e+11,2.873169767e+12,1.023573423e+11,4.503254522e+12,8.222930631e+10
15120000,27327586.49,5116189.294,5.54665306e+10,1.454070448e+10,2.241203553e+10,-1.073619395e+11,-1.486697173e+11,1.422524721e+10,-9420661996,2.255362881e+11,7.534599945e+11,1.953562724e+11,1.425541221e+12,1.462619354e+11,2.873148732e+12,1.029453539e+11,4.503245954e+12,8.270183652e+10
15206400,27619410.59,5174061.549,5.411347733e+10,1.846380145e+10,2.532443516e+10,-1.067045454e+11,-1.489145157e+11,1.16598767e+10,-1.151783727e+10,2.25428957e+11,7.531753577e+11,1.964483368e+11,1.425456057e+12,1.470948273e+11,2.873127577e+12,1.035333612e+11,4.503237336e+12,8.317436584e+10
15292800,27912850.93,5232178.895,5.247326368e+10,2.228889493e+10,2.821782972e+10,-1.059669752e+11,-1.491150484e+11,9091042695,-1.361401592e+10,2.253022006e+11,7.528891388e+11,1.975399883e+11,1.42537041e+12,1.479276699e+11,2.873106302e+12,1.041213643e+11,4.50322867e+12,8.364689426e+10
15379200,28207911.05,5290546.153,5.055216189e+10,2.599464055e+10,3.109003993e+10,-1.051497619e+11,-1.492712751e+11,6519509859,-1.570901715e+10,2.251560276e+11,7.526013382e+11,1.986312246e+11,1.425284281e+12,1.487604627e+11,2.873084906e+12,1.04709363e+11,4.503219955e+12,8.411942177e+10
15465600,28504594.23,5349168.237,4.835807516e+10,2.955996302e+10,3.393890056e+10,-1.042534964e+11,-1.493831691e+11,3946042975,-1.780266022e+10,2.249904479e+11,7.523119567e+11,1.997220434e+11,1.425197671e+12,1.495932057e+11,2.873063391e+12,1.052973573e+11,4.50321119e+12,8.459194838e+10
15552000,28802903.44,5408050.137,4.590055058e+10,3.296418655e+10,3.676226192e+10,-1.03278827e+11,-1.494507166e+11,1371406722,-1.989476445e+10,2.248054735e+11,7.520209947e+11,2.008124424e+11,1.425110578e+12,1.504258984e+11,2.873041755e+12,1.058853473e+11,4.503202377e+12,8.506447407e+10
15638400,29102841.4,5467196.89,4.319078111e+10,3.61871715e+10,3.955799125e+10,-1.022264591e+11,-1.494739174e+11,-1203634547,-2.198514926e+10,2.246011179e+11,7.51728453e+11,2.019024194e+11,1.425023003e+12,1.512585406e+11,2.87302e+12,1.064733329e+11,4.503193515e+12,8.553699884e+10
15724800,29404410.55,5526613.562,4.024159531e+10,3.920945657e+10,4.23239742e+10,-1.010971547e+11,-1.494527841e+11,-3778317040,-2.407363419e+10,2.243773963e+11,7.514343321e+11,2.02991972e+11,1.424934947e+12,1.52091132e+11,2.872998124e+12,1.070613141e+11,4.503184604e+12,8.600952269e+10
15811200,29707613.05,5586305.22,3.706743349e+10,4.201240507e+10,4.505811625e+10,-9.989173211e+10,-1.493873426e+11,-6351877751,-2.616003887e+10,2.241343257e+11,7.511386327e+11,2.04081098e+11,1.424846408e+12,1.529236723e+11,2.872976128e+12,1.076492908e+11,4.503175644e+12,8.648204561e+10
15897600,30012450.76,5646276.906,3.368430912e+10,4.45783542e+10,4.775834414e+10,-9.861106543e+10,-1.492776318e+11,-8923554684,-2.824418309e+10,2.238719247e+11,7.508413552e+11,2.05169795e+11,1.424757388e+12,1.537561613e+11,2.872954012e+12,1.08237263e+11,4.503166635e+12,8.695456759e+10
